Código,Nome,Unidade,Quantidade,Total custo,Total venda,Valor lucro,%Lucro
0161632,BRINCO,UN,1,"15,00","39,90","24,90","62,40%"
164394,PEEP TOE VERNIZ COM BIQUEIRA DE METAL,UN,1,"109,15","185,00","75,85","41,00%"
164430,RATEIRINHA COURO LAÇO ONÇA,UN,3,"238,14","378,00","139,86","37,00%"
164470,PEEP TOE RASTEIRO VERNIZ,UN,2,"138,04","260,00","121,96","46,90%"
164482,SANDALIA RASTEIRA COURO BORDADO CORDAS,UN,1,"119,40","199,00","79,60","40,00%"
164515,SANDALIA PLATAFORMA COURO SALTO ONÇA,UN,2,"238,80","398,00","159,20","40,00%"
164519,RASTEIRINHA COURO PELO PEDRAS,UN,1,"99,71","169,00","69,29","41,00%"
164521,RASTEIRINHA,UN,1,"89,40","169,00","79,60","47,10%"
164582,SANDALIA ANABELA,UN,1,"129,35","199,00","69,65","35,00%"
164640,SANDALIA RASTEIRA COURO PEDRARIAS,UN,1,"113,40","189,00","75,60","40,00%"
164644,RASTEIRINHA COURO TIRA,UN,1,"107,40","179,00","71,60","40,00%"
164645,RASTEIRINHA COURO PELA TIRA,UN,1,"113,40","189,00","75,60","40,00%"
164655,SANDALIA ANABELA TECIDO ESTAMPADO,UN,1,"119,40","199,00","79,60","40,00%"
164659,ALPARGATA RENDA COM TORNOZELEIRA METAIS,UN,1,"107,40","179,00","71,60","40,00%"
164676,BOTA CANO CURTO COURO,UN,1,"167,90","259,00","91,10","35,17%"
164755,BOTA CANO CURTO COURO COM 3 CINTOS,UN,1,"288,90","465,00","176,10","37,87%"
164991,SANDALIA ANABELA COURO PRETO,UN,1,"170,90","279,00","108,10","38,74%"
165066,SANDALIA WJ,UN,1,"164,90","269,00","104,10","38,69%"
165070,SAPATILHA,UN,1,"82,90","139,00","56,10","40,35%"
165241,PEEP TOE COURO,UN,1,"95,92","199,00","103,08","51,79%"
165493,SANDALIA ANABELA,UN,2,"237,80","245,00","7,20","2,93%"
165520,SANDALIA ANABELA,UN,1,"187,90","289,00","101,10","34,98%"
165538,SAPATILHA BICO FINO,UN,1,"111,90","92,50","-19,40","-20,97%"
168719,BLUSA G,UN,1,"33,90","72,00","38,10","52,91%"
170021,BLUSAS,UN,5,"105,00","254,50","149,50","58,74%"
170276,BLUSA ETNICA PRETO E BRANCO JUSTA,UN,1,"25,00","75,00","50,00","66,66%"
0171234,BODY,UN,1,"55,00","111,00","56,00","50,45%"
0171734,BRINCO,UN,1,"17,00","32,80","15,80","48,17%"
180022,BLUSA TRICO BABADO,UN,1,"22,00","44,90","22,90","51,00%"
180160,BOLSA LATERALVERNIZ PRETA,UN,1,"65,00","168,00","103,00","61,30%"
180521,REGATA,UN,1,"20,00","45,10","25,10","55,65%"
180534,COLETE,UN,1,"60,00","129,90","69,90","53,81%"
189002,BLUSA LIGHT VISCOCREPE MARINHO P,UN,1,"49,90","99,90","50,00","50,05%"
190079,BOLSA,UN,1,"0,00","96,00","96,00","100,00%"
191020,BRINCO,UN,1,"10,00","20,00","10,00","50,00%"
0191938,BRINCO,UN,1,"19,00","38,00","19,00","50,00%"
196321,BOLSA LATERAL,UN,1,"68,00","168,00","100,00","59,52%"
200001,CINTO LARGO,UN,5,"35,00","97,51","62,51","64,10%"
200024,CANELADA BABADO,UN,2,"48,00","99,80","51,80","51,90%"
0200120,COLAR,UN,1,"20,00","39,90","19,90","49,87%"
200138,CROPPED PRETO COM BABADO MEIA MANGA,UN,1,"40,00","59,00","19,00","32,20%"
201191,SHORT 36,UN,1,"32,00","84,00","52,00","61,90%"
201575,BOLSA PRETA,UN,1,"0,00","60,00","60,00","100,00%"
202011,SHORT,UN,1,"28,00","59,90","31,90","53,25%"
202020,CAMISETE PRETO TRANSPARENTE,UN,1,"0,00","99,90","99,90","100,00%"
202027,SHORT,UN,1,"28,00","56,40","28,40","50,35%"
203535,BLUSA NINA ROSA VERDE COM ESCRITA,UN,1,"35,00","99,00","64,00","64,64%"
204020,CINTO,UN,1,"20,00","45,00","25,00","55,55%"
206900,CALÇA JEANS ESTER,UN,1,"69,00","149,85","80,85","53,95%"
208990,CALÇA,UN,1,"89,90","193,20","103,30","53,46%"
0211301,CASACO MOLETOM,UN,1,"81,90","164,85","82,95","50,31%"
211504,CALÇA ECOLIFE,UN,2,"159,80","336,00","176,20","52,44%"
211508,CALÇA ECOLIFE,UN,1,"79,90","84,00","4,10","4,88%"
211514,CALÇA ECOLIFE,UN,1,"79,90","151,20","71,30","47,15%"
212188,CONJUNTO,UN,1,"88,80","199,85","111,05","55,56%"
212404,CIGARRETE ( ECOLIFE),UN,1,"79,90","151,20","71,30","47,15%"
212422,CIGARRETE SCOLIFE,UN,1,"79,90","151,18","71,28","47,14%"
212434,CALÇA CIGARRETI,UN,2,"159,80","319,20","159,40","49,93%"
212457,CIGARRETE SCOLIFE,UN,1,"79,90","168,00","88,10","52,44%"
212466,CIGARRETE ECOLIFE,UN,1,"79,90","168,00","88,10","52,44%"
212467,CALÇA ECOLIFE,UN,1,"79,90","166,87","86,97","52,11%"
212468,CIGARRETE ECOLIFE,UN,1,"79,90","150,01","70,11","46,73%"
212470,CIGARRETE ECOLIFE,UN,1,"79,90","168,00","88,10","52,44%"
212477,CIGARRETE ECOLIFE,UN,1,"79,90","151,20","71,30","47,15%"
212480,CALÇA ECOLAFE,UN,1,"89,90","168,00","78,10","46,48%"
212485,CIGARRETE ECOLIFE,UN,1,"79,90","168,00","88,10","52,44%"
212486,CALÇA ECOLAFE,UN,2,"1.581,80","336,00","-1245,80","-370,77%"
216812,CALÇA JEANS COM MOLETOM,UN,6,"299,40","881,40","582,00","66,03%"
221528,BRINCO,UN,1,"15,00","30,00","15,00","50,00%"
222222,BERMUDA VIDA MARINHA,UN,1,"0,00","39,90","39,90","100,00%"
250029,BODY PRETO,UN,1,"29,00","56,90","27,90","49,03%"
260712,SHORT AZUL COM ILHÓS CINTURA,UN,1,"35,00","128,70","93,70","72,80%"
268990,CALÇA,UN,1,"89,90","193,20","103,30","53,46%"
278990,CALÇA POWER,UN,1,"89,90","193,20","103,30","53,46%"
300001,SHORT MOETOM ROSA,UN,1,"30,00","53,94","23,94","44,38%"
301224,BRINCO,UN,1,"12,00","24,00","12,00","50,00%"
301990,BLUSA,UN,2,"98,00","257,40","159,40","61,92%"
302017,CARTEIRA WJ,UN,1,"69,50","139,00","69,50","50,00%"
302812,CIGARRETE FEM LEVANTA BUMBUM,UN,1,"84,90","183,00","98,10","53,60%"
302911,CALÇA TED,UN,1,"69,90","145,99","76,09","52,12%"
306900,CALÇA JEANS GABY,UN,2,"138,00","289,85","151,85","52,38%"
311912,CALÇA JEANS,UN,1,"84,90","171,00","86,10","50,35%"
320036,BLUSA FLORAL OU DO GATO,UN,2,"72,00","131,06","59,06","45,06%"
0320901,CALÇA SARJ FRENTE PAETE,UN,1,"0,00","149,85","149,85","100,00%"
0321401,CAMISA COM AMARRAÇÃO,UN,1,"0,00","129,00","129,00","100,00%"
0324401,BLUSA MORC,UN,1,"0,00","107,40","107,40","100,00%"
0327201,CASACO COUR MATEL,UN,2,"0,00","253,59","253,59","100,00%"
0327701,JAQUETA VEL METAL,UN,1,"0,00","169,50","169,50","100,00%"
0328001,SAIA BAND. LENÇO,UN,1,"0,00","69,90","69,90","100,00%"
0328901,BLASER SARJA DUAS CORES,UN,2,"0,00","198,00","198,00","100,00%"
0334201,CASACO METALASSE VELUDO,UN,1,"0,00","159,55","159,55","100,00%"
0334801,BERMUDA APLIC BAND BOLS,UN,1,"0,00","64,00","64,00","100,00%"
0335501,SAIA BAL CINT SPIKE,UN,1,"57,90","81,06","23,16","28,57%"
0339001,BLAYSER C BABADOS,UN,3,"0,00","539,10","539,10","100,00%"
0339201,CASAQUETO COM PREGUINHAS,UN,2,"0,00","234,00","234,00","100,00%"
0340601,CAMISA EST REC TIRINHAS,UN,1,"0,00","179,80","179,80","100,00%"
0348501,CARDIGÃ COM RENDA,UN,2,"0,00","59,79","59,79","100,00%"
385012,SHORT BOY FRIEND,UN,1,"63,90","137,40","73,50","53,49%"
385712,BERMUDA MEIA COXA,UN,1,"64,90","139,50","74,60","53,47%"
385812,BERMUDA 1/2 COXA,UN,1,"62,90","135,30","72,40","53,51%"
386212,SHORTS BAYFRIEND,UN,2,"123,80","257,74","133,94","51,96%"
386412,SHORT,UN,2,"139,80","299,70","159,90","53,35%"
391009,BLUSA,UN,1,"49,90","107,70","57,80","53,66%"
398549,BOLSA,UN,1,"39,90","89,45","49,55","55,39%"
400443,BLUSA NINA ROSA LARANJA NEW YORK,UN,1,"43,00","86,00","43,00","50,00%"
406900,CALÇA JEANS BELLA,UN,2,"138,00","288,21","150,21","52,11%"
413253,SAIA LONGA,UN,4,"53,70","418,86","365,16","87,17%"
416333,CALÇA SKALA GARA,UN,1,"79,90","168,00","88,10","52,44%"
428257,CALÇA COBRA,UN,1,"0,00","55,80","55,80","100,00%"
448990,CALÇA JEANS MARIÁ,UN,1,"89,90","193,20","103,30","53,46%"
508161,CALÇA,UN,1,"79,90","171,75","91,85","53,47%"
510073,CALÇA SKINNY GARC,UN,1,"76,90","165,00","88,10","53,39%"
510123,CALÇA 42,UN,1,"79,90","171,75","91,85","53,47%"
0527601,BLUSA MANGA AMPLA,UN,1,"0,00","96,00","96,00","100,00%"
0528301,BLUSA GOLA PETERPAN,UN,1,"0,00","102,90","102,90","100,00%"
573510,BRINCO FABIANO,UN,1,"10,00","20,00","10,00","50,00%"
573513,BRINCO FABIANO,UN,1,"13,00","26,00","13,00","50,00%"
598559,BOLSA,UN,1,"49,90","99,90","50,00","50,05%"
620008,JAQUETA MICROFIBRA,UN,1,"119,90","215,86","95,96","44,45%"
621333,POLO LACOSTE BRANCA,UN,1,"0,00","20,00","20,00","100,00%"
621334,POLO LACOSTE AZUL,UN,1,"0,00","30,00","30,00","100,00%"
621335,POLO CATTANI AZUL,UN,1,"0,00","20,00","20,00","100,00%"
0652301,BLUSA C/ T,UN,1,"42,90","88,80","45,90","51,68%"
0654001,BLUSA CURTA,UN,1,"39,90","81,00","41,10","50,74%"
0654101,CROPPED C/,UN,1,"47,90","86,26","38,36","44,47%"
0654201,BLUSA G,UN,1,"47,90","99,90","52,00","52,05%"
655704,BLUSA PRINCESA,UN,1,"62,90","135,30","72,40","53,51%"
0655901,BLUSA MIDI,UN,2,"89,80","187,77","97,97","52,17%"
0657001,BLUSA COM RENDA,UN,1,"49,90","96,00","46,10","48,02%"
0657101,REGATA C/,UN,1,"44,90","96,60","51,70","53,51%"
0660301,BLUSA MIDI COM PALA G,UN,1,"52,90","113,85","60,95","53,53%"
0660701,MOLETOM M,UN,1,"54,90","103,70","48,80","47,05%"
0661201,MOLETOM MIDI APLICAÇÃO M,UN,1,"69,90","149,85","79,95","53,35%"
0661501,CROPPED M,UN,1,"49,90","96,66","46,76","48,37%"
0661601,MOLETOM M,UN,1,"59,90","115,01","55,11","47,91%"
0662001,"BLUSA MIDI POA M, G",UN,1,"49,90","57,00","7,10","12,45%"
0662501,"BLUSA LISTRADA COM PALA P,M",UN,1,"54,90","118,05","63,15","53,49%"
0663401,BLUSA MIDI C/ RECORTE M,UN,1,"54,90","103,34","48,44","46,87%"
0664301,BLUSA M,UN,1,"44,90","93,00","48,10","51,72%"
0666101,"BLUSA P,M",UN,2,"99,80","214,80","115,00","53,53%"
0666601,BLUSA M,UN,1,"49,90","107,40","57,50","53,53%"
0667001,BLUSA P,UN,1,"64,90","139,50","74,60","53,47%"
0668601,BLUSA G,UN,1,"62,90","135,30","72,40","53,51%"
0668701,BLUSA P,UN,1,"49,90","107,40","57,50","53,53%"
672705,BLUSA DE CANOA,UN,2,"133,80","292,21","158,41","54,21%"
674004,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
674015,CALÇA MODEL BLACK,UN,1,"99,90","199,80","99,90","50,00%"
674494,CALÇA EOS,UN,1,"99,90","199,80","99,90","50,00%"
674535,CALÇA MODEL PATI,UN,2,"199,80","399,60","199,80","50,00%"
674588,SHORT,UN,1,"0,00","107,89","107,89","100,00%"
674590,SHORT JEANS,UN,1,"0,00","159,99","159,99","100,00%"
674592,CALÇA EOS,UN,1,"119,90","239,85","119,95","50,01%"
677707,BLUSA DEC V,UN,2,"139,80","292,21","152,41","52,15%"
0678501,SHORT BOY FRIEND COM CINTO,UN,1,"79,90","169,80","89,90","52,94%"
678930,COLAR FABIANO,UN,1,"30,00","60,00","30,00","50,00%"
0682601,SHORTS HOT,UN,1,"74,90","161,40","86,50","53,59%"
684990,MOLETOM VELUDO PETIT,UN,1,"49,90","107,40","57,50","53,53%"
0686501,SHORT HOT,UN,1,"72,90","140,94","68,04","48,27%"
691224,BRINCO,UN,1,"12,00","20,00","8,00","40,00%"
0702001,CALÇA VISUAL,UN,1,"0,00","95,19","95,19","100,00%"
0702501,CALÇA VISUAL,UN,2,"0,00","268,80","268,80","100,00%"
0703501,CALÇA VISUAL,UN,1,"0,00","151,20","151,20","100,00%"
706003,T SHIRT,UN,1,"77,90","69,00","-8,90","-12,89%"
00711643,SAIA COLOR,UN,1,"73,90","159,00","85,10","53,52%"
713401,BLUSA ESTAMP. SOR,UN,1,"38,90","58,32","19,42","33,29%"
715003,JAQUETAS COM ZIPER DOURADO FINA,UN,3,"120,00","377,40","257,40","68,20%"
730002,BLUSA FIO MOUSSE,UN,2,"118,00","249,16","131,16","52,64%"
730044,BLUSA FIO MOUSSE,UN,1,"59,00","110,00","51,00","46,36%"
730201,BLUSA,UN,1,"54,90","118,05","63,15","53,49%"
0730501,"BLUSA P,M",UN,1,"55,90","118,05","62,15","52,64%"
731901,BLUSA CUPCAKE,UN,1,"59,90","128,70","68,80","53,45%"
0732301,CROPPEDS P,UN,1,"59,90","128,70","68,80","53,45%"
0733101,BLUSA M,UN,1,"52,90","113,70","60,80","53,47%"
733500,CALÇA MODELADORA MESCLA,UN,1,"35,00","79,00","44,00","55,69%"
734901,CROPPED LISTRAS,UN,2,"81,00","174,00","93,00","53,44%"
0735701,BLUSA TRIP,UN,1,"44,90","92,00","47,10","51,19%"
0739901,BLUSA,UN,1,"49,90","102,00","52,10","51,07%"
740042,BLUSA FIO MESCLA,UN,1,"59,00","120,00","61,00","50,83%"
0740201,BLUSA,UN,1,"39,90","87,00","47,10","54,13%"
748990,CALÇA POWER BOOT ELIZABETH,UN,1,"89,90","183,68","93,78","51,05%"
0750301,SHORT 36,UN,1,"87,90","189,00","101,10","53,49%"
758404,BLUSA RENDA NO OM.,UN,1,"49,90","85,90","36,00","41,90%"
763301,BLUSA BABADO COST.,UN,2,"79,80","159,60","79,80","50,00%"
765501,BLUSA GIRLS CHIFF,UN,1,"42,90","89,10","46,20","51,85%"
768101,BLUSA,UN,3,"209,70","404,59","194,89","48,16%"
770038,BLUSA FIO DETALHE RESINA,UN,1,"89,00","181,00","92,00","50,82%"
0772101,SHORTS 32,UN,1,"69,90","142,36","72,46","50,89%"
0774301,SHORT 34,UN,1,"64,90","139,50","74,60","53,47%"
0777201,SHORT,UN,1,"59,90","128,70","68,80","53,45%"
778701,BLUSA DETALHE MAN,UN,1,"38,90","83,30","44,40","53,30%"
0782701,BLUSA G,UN,1,"57,90","118,27","60,37","51,04%"
0784601,MOLETOM M,UN,1,"54,90","118,05","63,15","53,49%"
0785701,COLETE P,UN,1,"89,90","180,01","90,11","50,05%"
0786001,BLUSA M,UN,1,"49,90","100,96","51,06","50,57%"
0786401,CROPPED P,UN,1,"39,90","85,00","45,10","53,05%"
0786801,BLUSA P,UN,1,"54,90","110,67","55,77","50,39%"
787878,TROCA CALÇA JOSI,UN,1,"0,00","84,00","84,00","100,00%"
795483,BLUSA COM COLAR,UN,3,"0,00","302,00","302,00","100,00%"
796089,BOLSA,UN,2,"0,00","359,70","359,70","100,00%"
798589,MOCHILINHA-BOLSA,UN,2,"159,80","309,75","149,95","48,41%"
0821630,BRINCO,UN,1,"16,00","32,00","16,00","50,00%"
0841301,BLUSA M,UN,1,"57,90","124,50","66,60","53,49%"
0842001,BLUSA G,UN,1,"45,90","105,01","59,11","56,28%"
0842501,REGATA,UN,1,"47,90","99,90","52,00","52,05%"
0845201,BLUSA M,UN,1,"49,90","107,40","57,50","53,53%"
0845801,BLUSA M,UN,1,"47,90","94,90","47,00","49,52%"
0850001,BLUSA P,UN,1,"52,90","107,40","54,50","50,74%"
0850801,BLUSA P,UN,1,"52,90","113,80","60,90","53,51%"
0853001,BLUSA P,UN,1,"44,90","97,00","52,10","53,71%"
0853701,CAMISA P,UN,1,"44,90","99,00","54,10","54,64%"
0871401,SHORTS TRIP 42,UN,1,"67,80","124,41","56,61","45,50%"
0871601,CALÇA 38,UN,1,"87,90","189,00","101,10","53,49%"
883505,"REGATA VISCOSE CLASSIC 2M(BRAN, ROSA) 1G(PRETO)",UN,3,"161,70","333,21","171,51","51,47%"
883705,CAMISA VOIL LISA P VERDE,UN,1,"77,90","159,90","82,00","51,28%"
883805,CAMISA MC VOIL P.AMAR M.LARAN G.VERDE P.OFF,UN,4,"255,60","535,86","280,26","52,30%"
884105,REGATA COM RENDA P.LARAN M.AMAR,UN,3,"179,70","386,10","206,40","53,45%"
884405,REGATA COM TULE BORDADO P.PRETO P.AZUL M.AMARELO,UN,3,"179,70","373,23","193,53","51,85%"
884805,REGATA ESTAMPADA COM TULE P.GEOMET M.FLORAL,UN,2,"131,80","279,60","147,80","52,86%"
885405,REGATA CHIFFON ESTAMPADA P.TRIBAL M.CACHOEIRA,UN,2,"118,00","244,53","126,53","51,74%"
885505,CROPPED ESTAMPADA COM PALA P.MIRAGEM,UN,1,"79,90","143,91","64,01","44,47%"
0886401,SHORT,UN,1,"67,90","146,10","78,20","53,52%"
886403,SHORT ALTO LINHO P MARELO,UN,1,"73,90","154,80","80,90","52,26%"
886806,REGATA VISC. ACETINADA P.VERDE M.PINK G.PINK M.AMA UN,,4,"207,60","430,93","223,33","51,82%"
886906,REGATA COM BOLSO M.OFF G.PINK,UN,3,"161,70","344,70","183,00","53,08%"
887106,REGATA GOTA P.OFF G.VERDE,UN,3,"167,70","345,37","177,67","51,44%"
887306,REGATA SATIN ESTAMP. G TROPICAL,UN,1,"59,90","128,70","68,80","53,45%"
887805,REGATA DE VISCOSE ESTAMP. P.FLORAL M.RUSTIC,UN,2,"159,80","319,80","160,00","50,03%"
888005,VESTIDO BOTANICA M.FLORAL,UN,1,"139,90","250,01","110,11","44,04%"
888106,REGATA PRAIA M.OFF,UN,1,"67,90","125,86","57,96","46,05%"
888206,REGATA CETIM LASER P.PINK M.OFF G.PRETO,UN,3,"209,70","440,10","230,40","52,35%"
888306,REGATA FUNDO MAR P.OFF,UN,1,"73,90","149,85","75,95","50,68%"
888606,VESTIDO PRINCESA M.PRETO,UN,1,"99,90","214,80","114,90","53,49%"
888706,BLUSA PELUM COM RENDA P.PINK M.PRETO,UN,2,"139,80","299,69","159,89","53,35%"
889103,BLUSA LINHO LUXO P,UN,1,"67,90","145,95","78,05","53,47%"
889410,BLUSA MANGA RENDADA P.OFF,UN,1,"89,90","179,85","89,95","50,01%"
889810,T SHIRT GLAM P.OFF M.PRETO M.OFF G.PRETO P.PRETO,UN,5,"359,50","694,41","334,91","48,22%"
890210,BLUSA AMPLA DEVORE TROPICAL BRANCO,UN,1,"47,90","99,90","52,00","52,05%"
890603,SAIA PIQUET ESTAMPADA,UN,1,"79,90","169,95","90,05","52,98%"
890710,VESTIDO NIGHT P.PRETO,UN,1,"99,90","150,36","50,46","33,55%"
891705,CAMNISA CROPPEDP P.PINK,UN,1,"67,90","145,95","78,05","53,47%"
891905,REGATA COM PALA P.PRETO,UN,1,"75,90","155,70","79,80","51,25%"
896099,BOLSA,UN,3,"0,00","539,55","539,55","100,00%"
897306,"REGATA COM TULE M PRETA, P PINK",UN,2,"115,80","225,19","109,39","48,57%"
898506,"REGATA VISCOSE P PRETO, G PINK, M OFF",UN,3,"173,70","348,75","175,05","50,19%"
898606,"T SHIRT MANGA BORDADA, P OFF, M PINK, G PRETO",UN,3,"269,70","521,56","251,86","48,28%"
898706,BLUSA SATIN P ROSA,UN,1,"59,90","115,83","55,93","48,28%"
898806,"REGATA SATIN COM TULE P OFF, M PRETO",UN,2,"99,80","179,71","79,91","44,46%"
898905,VESTID CHIFFON PIQUET P PINK,UN,1,"137,90","282,00","144,10","51,09%"
899005,"CROPPED ESTM, RENDADA LARANJA P",UN,1,"69,90","125,82","55,92","44,44%"
899105,REGATA NOITE BRANCO P,UN,1,"83,90","179,85","95,95","53,35%"
899205,REGATA BARRADOS FLORES OFF P,UN,1,"73,90","74,30","0,40","0,53%"
899505,"REGATA CHIFFON, TROPICAL M, MICRO P",UN,2,"131,80","278,71","146,91","52,71%"
899705,VESTIDO CHIFFON ESTAMPADO AQUARELA P,UN,1,"131,90","283,50","151,60","53,47%"
899905,CROPPED FLORAL MARINHO M,UN,1,"59,90","128,70","68,80","53,45%"
900010,REGATA CORDEL M,UN,1,"63,90","137,40","73,50","53,49%"
900048,BLUSA,UN,1,"49,90","94,50","44,60","47,19%"
900310,"VESTIDO ARIEL PRETO M, G",UN,2,"275,80","407,60","131,80","32,33%"
901456,CONJUNTO AZUL FLORAL,UN,1,"50,00","74,90","24,90","33,24%"
901622,CROPPED COLORIDO,UN,1,"35,00","48,80","13,80","28,27%"
904705,"BLUSA MANGA LONGA URBANA P,M",UN,2,"187,80","394,50","206,70","52,39%"
905906,CAMISA PRETTY M,UN,1,"87,90","184,65","96,75","52,39%"
906103,SHORT LINEN,UN,1,"93,90","49,90","-44,00","-88,17%"
906405,BLUSA SOCIETY P,UN,1,"75,90","163,20","87,30","53,49%"
906905,BLUSA MANGA LONGA TREND M,UN,1,"85,90","179,85","93,95","52,23%"
907210,DRESS BOHO MARROM P,UN,1,"105,90","222,90","117,00","52,48%"
907310,DRESSCOAT SUAD MARROM P,UN,1,"149,90","314,85","164,95","52,39%"
907906,SAIA LAPIS CONFORT PRETA P.M,UN,2,"131,80","283,80","152,00","53,55%"
908006,"BLUSA PEPLUM CONFORT P,M",UN,2,"131,80","283,80","152,00","53,55%"
0909619,REGATA,UN,1,"0,00","107,00","107,00","100,00%"
910505,SHORT/ SAIA ESTAMPADO P,UN,1,"89,90","188,85","98,95","52,39%"
911205,"CAMISA VOIL P,MG",UN,3,"269,70","566,55","296,85","52,39%"
912910,"VESTIDO TRICO BRANCO P,M",UN,2,"251,80","515,57","263,77","51,16%"
0913306,BLUSA AMPLA VISCOSE COLLOR,UN,1,"0,00","148,95","148,95","100,00%"
916006,"CAMISA MANGA LONGA PRETTY P,M,G",UN,3,"275,70","549,49","273,79","49,82%"
0916736,BLUSA AMPLA LISTRADA,UN,1,"0,00","115,50","115,50","100,00%"
0916737,BLUSA AMPLA LISTRADA,UN,1,"0,00","115,50","115,50","100,00%"
0916816,BLUSA AMPLA,UN,1,"0,00","128,70","128,70","100,00%"
1000701,JOIA BRUNA SILVA,UN,1,"0,00","10,00","10,00","100,00%"
1001201,JOIA,UN,1,"0,00","10,00","10,00","100,00%"
1001302,BRINCO LAÇO,UN,2,"0,00","33,00","33,00","100,00%"
1001399,BLUSA BANILA CETIM,UN,2,"0,00","168,00","168,00","100,00%"
1001501,ANEL FLOR,UN,1,"0,00","39,90","39,90","100,00%"
1001800,BRINCO,UN,1,"18,00","36,00","18,00","50,00%"
1001801,JOIA,UN,1,"0,00","15,00","15,00","100,00%"
1001901,JOIA,UN,1,"0,00","29,90","29,90","100,00%"
1001902,BRINCO,UN,2,"0,00","46,00","46,00","100,00%"
1002002,JOIA,UN,1,"0,00","20,00","20,00","100,00%"
1002101,BRINCO AMARELO,UN,6,"0,00","198,00","198,00","100,00%"
1002201,BRINCO PEDRA CINZA,UN,2,"16,50","53,00","36,50","68,86%"
1002202,JOIA BRUNA SILVA,UN,8,"0,00","252,80","252,80","100,00%"
1002301,JOIA,UN,4,"0,00","92,30","92,30","100,00%"
1002302,JOIA,UN,3,"0,00","79,90","79,90","100,00%"
1002401,JOIA,UN,2,"0,00","59,90","59,90","100,00%"
1002403,BRINCO CRISTAL,UN,1,"0,00","49,90","49,90","100,00%"
1002404,COLAR,UN,1,"0,00","24,00","24,00","100,00%"
1002501,T-SHIRT ESTAMPP.,UN,2,"35,00","65,00","30,00","46,15%"
1002502,JOIA,UN,1,"0,00","25,00","25,00","100,00%"
1002503,BRINCO FLOR AZUL,UN,1,"0,00","45,00","45,00","100,00%"
1002601,COLAR,UN,2,"0,00","97,00","97,00","100,00%"
1002602,JOIA,UN,2,"0,00","48,50","48,50","100,00%"
1002801,JOIA,UN,3,"0,00","106,50","106,50","100,00%"
1002802,JOIA BRUNA SILVA,UN,3,"0,00","128,25","128,25","100,00%"
1002901,COLAR E BRINCOS,UN,9,"44,00","302,97","258,97","85,47%"
1002902,JOIA BRUNA,UN,1,"0,00","49,90","49,90","100,00%"
1002903,JOIA,UN,1,"0,00","43,50","43,50","100,00%"
1002908,BRINCO ROSA COM BEGE,UN,1,"0,00","42,00","42,00","100,00%"
1003029,T-SHIRT LOVE GATO,UN,1,"35,00","93,75","58,75","62,66%"
1003034,T-SHIRT MQ NYC,UN,1,"35,00","99,00","64,00","64,64%"
1003201,JOIA B. S.,UN,6,"32,00","304,40","272,40","89,48%"
1003301,PULSEIRA COM CORAL,UN,1,"0,00","69,00","69,00","100,00%"
1003303,PULSEIRAS COURO COLORIDO,UN,1,"0,00","69,00","69,00","100,00%"
1003402,ANEL FLOR STRASS,UN,7,"25,50","332,75","307,25","92,33%"
1003601,BRINCO STRASS REDONDO,UN,3,"0,00","119,90","119,90","100,00%"
1003603,JOIA,UN,1,"0,00","27,50","27,50","100,00%"
1003672,PULSEIRA,UN,1,"36,00","67,50","31,50","46,66%"
1003802,JOIA BRUNA SILVA,UN,1,"0,00","59,80","59,80","100,00%"
1003803,JOIA BRUNA SILVA,UN,2,"0,00","119,80","119,80","100,00%"
1003901,JOIA,UN,3,"0,00","171,50","171,50","100,00%"
1004201,JOIA BRUNA,UN,3,"0,00","174,00","174,00","100,00%"
1004303,JOIA BRUNA SILVA,UN,1,"0,00","69,00","69,00","100,00%"
1004403,COLAR,UN,1,"44,00","79,00","35,00","44,30%"
1004801,COLAR PEDRA VERDE,UN,4,"36,00","244,20","208,20","85,25%"
1004901,JOIA B. S.,UN,1,"0,00","73,50","73,50","100,00%"
1005601,JOIA,UN,1,"0,00","84,00","84,00","100,00%"
1005901,BRINCO DE STRASS,UN,2,"0,00","92,20","92,20","100,00%"
1006102,PULSEIRA,UN,1,"0,00","75,00","75,00","100,00%"
1006200,JOGO PULSEIRAS,UN,1,"62,00","126,00","64,00","50,79%"
1006601,JOIA BRUNA SILVA COLAR,UN,1,"0,00","106,50","106,50","100,00%"
01010011,CALÇA VICIO,UN,6,"84,90","973,20","888,30","91,27%"
01010016,BLUSA JANDIRA,UN,2,"43,50","118,86","75,36","63,40%"
01010017,BLUSA,UN,1,"43,50","49,90","6,40","12,82%"
01010022,BLUSA CHIARA,UN,2,"0,00","156,60","156,60","100,00%"
01010024,BLUSA KEKA,UN,3,"0,00","252,30","252,30","100,00%"
01010028,CALÇA LEGGING SNIP FELL,UN,1,"59,90","119,85","59,95","50,02%"
01010554,SHORT,UN,1,"78,90","169,50","90,60","53,45%"
01011751,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012046,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012214,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012215,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012315,CALÇA VICIO,UN,3,"0,00","445,10","445,10","100,00%"
01012318,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
